"","REF_DATE","Type.of.crop","GEO","Average.farm.price..dollars.per.tonne.","Average.yield..kilograms.per.hectare.","Production..metric.tonnes.","Seeded.area..acres.","Seeded.area..hectares.","Total.farm.value..dollars."
"404",1909,"Sunflower seed","NB",NA,NA,0,NA,NA,NA
"405",1909,"Sunflower seed","NL",NA,NA,0,NA,NA,NA
"406",1909,"Sunflower seed","NS",NA,NA,0,NA,NA,NA
"407",1909,"Sunflower seed","ON",NA,NA,0,NA,NA,NA
"408",1909,"Sunflower seed","PE",NA,NA,0,NA,NA,NA
"409",1909,"Sunflower seed","QC",NA,NA,0,NA,NA,NA
"410",1909,"Sunflower seed","SK",NA,NA,0,NA,NA,NA
"411",1909,"Tame hay","AB",0.99,4050,81000,60400,20000,800
"412",1909,"Tame hay","BC",NA,NA,0,NA,NA,NA
"413",1909,"Tame hay","MB",0.84,3100,155000,115700,50000,1298
"414",1909,"Tame hay","NB",1.13,2810,777000,684400,277000,8777
"415",1909,"Tame hay","NL",NA,NA,0,NA,NA,NA
"416",1909,"Tame hay","NS",1.24,3950,1016000,634400,257000,12602
"417",1909,"Tame hay","ON",1.4,3030,4330000,3535600,1431000,60618
"418",1909,"Tame hay","PE",1.01,3630,352000,239700,97000,3572
"419",1909,"Tame hay","QC",1.1,3410,4032000,2923600,1183000,44440
"420",1909,"Tame hay","SK",0.55,3300,33000,16500,10000,180
"421",1909,"Wheat, all","AB",27,1675,261000,385000,156000,7037
"422",1909,"Wheat, all","BC",0,0,0,0,0,0
"423",1909,"Wheat, all","MB",32,1260,1434000,2808000,1136000,45854
"424",1909,"Wheat, all","NB",41,1350,10750,19600,7950,440
"425",1909,"Wheat, all","NL",NA,NA,0,NA,NA,NA
"426",1909,"Wheat, all","NS",43,1335,11000,20400,8250,477
"427",1909,"Wheat, all","ON",37,1550,442200,705800,285500,16370
"428",1909,"Wheat, all","PE",36,1345,14200,26100,10550,513
"429",1909,"Wheat, all","QC",43,1125,45700,100500,40700,1960
"430",1909,"Wheat, all","SK",30,1555,2319000,3685000,1491000,68669
"431",1909,"Wheat, durum","AB",NA,NA,0,NA,NA,NA
"432",1909,"Wheat, durum","BC",NA,NA,0,NA,NA,NA
"433",1909,"Wheat, durum","MB",NA,NA,0,NA,NA,NA
"434",1909,"Wheat, durum","NB",NA,NA,0,NA,NA,NA
"435",1909,"Wheat, durum","NL",NA,NA,0,NA,NA,NA
"436",1909,"Wheat, durum","NS",NA,NA,0,NA,NA,NA
"437",1909,"Wheat, durum","ON",NA,NA,0,NA,NA,NA
"438",1909,"Wheat, durum","PE",NA,NA,0,NA,NA,NA
"439",1909,"Wheat, durum","QC",NA,NA,0,NA,NA,NA
"440",1909,"Wheat, durum","SK",NA,NA,0,NA,NA,NA
"441",1909,"Wheat, spring","AB",NA,NA,0,NA,NA,NA
"442",1909,"Wheat, spring","BC",NA,NA,0,NA,NA,NA
"443",1909,"Wheat, spring","MB",NA,NA,0,NA,NA,NA
"444",1909,"Wheat, spring","NB",NA,NA,0,NA,NA,NA
"445",1909,"Wheat, spring","NL",NA,NA,0,NA,NA,NA
"446",1909,"Wheat, spring","NS",NA,NA,0,NA,NA,NA
"447",1909,"Wheat, spring","ON",36,1170,59200,124700,50500,2115
"448",1909,"Wheat, spring","PE",NA,NA,0,NA,NA,NA
"449",1909,"Wheat, spring","QC",NA,NA,0,NA,NA,NA
"450",1909,"Wheat, spring","SK",NA,NA,0,NA,NA,NA
"451",1909,"Wheat, winter remaining","AB",NA,NA,0,NA,NA,NA
"452",1909,"Wheat, winter remaining","BC",NA,NA,0,NA,NA,NA
"453",1909,"Wheat, winter remaining","MB",NA,NA,0,NA,NA,NA
"454",1909,"Wheat, winter remaining","NB",NA,NA,0,NA,NA,NA
"455",1909,"Wheat, winter remaining","NL",NA,NA,0,NA,NA,NA
"456",1909,"Wheat, winter remaining","NS",NA,NA,0,NA,NA,NA
"457",1909,"Wheat, winter remaining","ON",37,1630,383000,NA,NA,14255
"458",1909,"Wheat, winter remaining","PE",NA,NA,0,NA,NA,NA
"459",1909,"Wheat, winter remaining","QC",NA,NA,0,NA,NA,NA
"460",1909,"Wheat, winter remaining","SK",NA,NA,0,NA,NA,NA
"461",1910,"Barley","AB",20,1100,54000,121400,49000,1075
"462",1910,"Barley","BC",39,1375,1100,1900,800,43
"463",1910,"Barley","MB",21,845,142000,416000,168000,2925
"464",1910,"Barley","NB",34,1190,1250,2600,1050,42
"465",1910,"Barley","NL",NA,NA,0,NA,NA,NA
"466",1910,"Barley","NS",37,1410,3100,5400,2200,114
"467",1910,"Barley","ON",24,1505,306700,503200,203600,7414
"468",1910,"Barley","PE",27,1250,2500,4900,2000,68
"469",1910,"Barley","QC",33,1280,50900,98200,39700,1673
"470",1910,"Barley","SK",19,1290,67000,129600,52000,1300
"471",1910,"Beans, all dry (white and coloured)","AB",NA,NA,0,NA,NA,NA
"472",1910,"Beans, all dry (white and coloured)","BC",87,1500,150,300,100,13
"473",1910,"Beans, all dry (white and coloured)","MB",NA,NA,0,NA,NA,NA
"474",1910,"Beans, all dry (white and coloured)","NB",73,1500,150,200,100,11
"475",1910,"Beans, all dry (white and coloured)","NL",NA,NA,0,NA,NA,NA
"476",1910,"Beans, all dry (white and coloured)","NS",80,1165,350,700,300,28
"477",1910,"Beans, all dry (white and coloured)","ON",61,1205,19800,40600,16400,1214
"478",1910,"Beans, all dry (white and coloured)","PE",NA,NA,0,NA,NA,NA
"479",1910,"Beans, all dry (white and coloured)","QC",72,1235,2100,4200,1700,151
"480",1910,"Beans, all dry (white and coloured)","SK",NA,NA,0,NA,NA,NA
"481",1910,"Buckwheat","AB",NA,NA,0,NA,NA,NA
"482",1910,"Buckwheat","BC",NA,NA,0,NA,NA,NA
"483",1910,"Buckwheat","MB",NA,NA,0,NA,NA,NA
"484",1910,"Buckwheat","NB",24,1060,25050,58400,23650,609
"485",1910,"Buckwheat","NL",NA,NA,0,NA,NA,NA
"486",1910,"Buckwheat","NS",29,1170,4500,9500,3850,132
"487",1910,"Buckwheat","ON",23,1070,72550,167300,67700,1699
"488",1910,"Buckwheat","PE",27,1000,950,2400,950,26
"489",1910,"Buckwheat","QC",30,1070,53750,124200,50300,1629
"490",1910,"Buckwheat","SK",NA,NA,0,NA,NA,NA
"491",1910,"Canola (rapeseed)","AB",NA,NA,0,NA,NA,NA
"492",1910,"Canola (rapeseed)","BC",NA,NA,0,NA,NA,NA
"493",1910,"Canola (rapeseed)","MB",NA,NA,0,NA,NA,NA
"494",1910,"Canola (rapeseed)","NB",NA,NA,0,NA,NA,NA
"495",1910,"Canola (rapeseed)","NL",NA,NA,0,NA,NA,NA
"496",1910,"Canola (rapeseed)","NS",NA,NA,0,NA,NA,NA
"497",1910,"Canola (rapeseed)","ON",NA,NA,0,NA,NA,NA
"498",1910,"Canola (rapeseed)","PE",NA,NA,0,NA,NA,NA
"499",1910,"Canola (rapeseed)","QC",NA,NA,0,NA,NA,NA
"500",1910,"Canola (rapeseed)","SK",NA,NA,0,NA,NA,NA
"501",1910,"Corn for grain","AB",NA,NA,0,NA,NA,NA
"502",1910,"Corn for grain","BC",NA,NA,0,NA,NA,NA
"503",1910,"Corn for grain","MB",NA,NA,0,NA,NA,NA
"504",1910,"Corn for grain","NB",NA,NA,0,NA,NA,NA
"505",1910,"Corn for grain","NL",NA,NA,0,NA,NA,NA
"506",1910,"Corn for grain","NS",NA,NA,0,NA,NA,NA
"507",1910,"Corn for grain","ON",20,3145,349000,274800,111000,7146
"508",1910,"Corn for grain","PE",NA,NA,0,NA,NA,NA
"509",1910,"Corn for grain","QC",35,1920,14600,18800,7600,518
"510",1910,"Corn for grain","SK",NA,NA,0,NA,NA,NA
"511",1910,"Corn for silage","AB",0.9,4000,2000,1300,500,18
"512",1910,"Corn for silage","BC",0.6,15000,3000,400,200,18
"513",1910,"Corn for silage","MB",0.72,6840,13000,4600,1900,94
"514",1910,"Corn for silage","NB",0.45,20000,2000,200,100,9
"515",1910,"Corn for silage","NL",NA,NA,0,NA,NA,NA
"516",1910,"Corn for silage","NS",0.42,20000,5000,600,250,21
"517",1910,"Corn for silage","ON",0.34,21050,2084000,245300,99000,7109
"518",1910,"Corn for silage","PE",0.35,2000,2000,200,100,7
"519",1910,"Corn for silage","QC",0.43,20600,344000,41200,16700,1494
"520",1910,"Corn for silage","SK",0.6,333,1000,700,300,6
"521",1910,"Flaxseed","AB",82,155,2000,30900,13000,163
"522",1910,"Flaxseed","BC",NA,NA,0,NA,NA,NA
"523",1910,"Flaxseed","MB",86,320,4500,34700,14000,387
"524",1910,"Flaxseed","NB",NA,NA,0,NA,NA,NA
"525",1910,"Flaxseed","NL",NA,NA,0,NA,NA,NA
"526",1910,"Flaxseed","NS",NA,NA,0,NA,NA,NA
"527",1910,"Flaxseed","ON",65,590,2100,8800,3550,136
"528",1910,"Flaxseed","PE",NA,NA,0,NA,NA,NA
"529",1910,"Flaxseed","QC",71,635,350,1400,550,25
"530",1910,"Flaxseed","SK",83,480,98900,506400,205000,8160
"531",1910,"Lentils","AB",NA,NA,0,NA,NA,NA
"532",1910,"Lentils","BC",NA,NA,0,NA,NA,NA
"533",1910,"Lentils","MB",NA,NA,0,NA,NA,NA
"534",1910,"Lentils","NB",NA,NA,0,NA,NA,NA
"535",1910,"Lentils","NL",NA,NA,0,NA,NA,NA
"536",1910,"Lentils","NS",NA,NA,0,NA,NA,NA
"537",1910,"Lentils","ON",NA,NA,0,NA,NA,NA
"538",1910,"Lentils","PE",NA,NA,0,NA,NA,NA
"539",1910,"Lentils","QC",NA,NA,0,NA,NA,NA
"540",1910,"Lentils","SK",NA,NA,0,NA,NA,NA
"541",1910,"Mixed grains","AB",21,1145,800,1800,700,17
"542",1910,"Mixed grains","BC",44,1250,250,500,200,11
"543",1910,"Mixed grains","MB",20,1000,200,500,200,4
"544",1910,"Mixed grains","NB",30,1335,400,700,300,12
"545",1910,"Mixed grains","NL",NA,NA,0,NA,NA,NA
"546",1910,"Mixed grains","NS",31,1685,1600,2400,950,49
"547",1910,"Mixed grains","ON",23,1650,216300,323400,130900,4889
"548",1910,"Mixed grains","PE",23,1705,4600,6600,2700,105
"549",1910,"Mixed grains","QC",28,1170,42800,90400,36600,1216
"550",1910,"Mixed grains","SK",25,1000,200,600,200,5
"551",1910,"Mustard seed","AB",NA,NA,0,NA,NA,NA
"552",1910,"Mustard seed","BC",NA,NA,0,NA,NA,NA
"553",1910,"Mustard seed","MB",NA,NA,0,NA,NA,NA
"554",1910,"Mustard seed","NB",NA,NA,0,NA,NA,NA
"555",1910,"Mustard seed","NL",NA,NA,0,NA,NA,NA
"556",1910,"Mustard seed","NS",NA,NA,0,NA,NA,NA
"557",1910,"Mustard seed","ON",NA,NA,0,NA,NA,NA
"558",1910,"Mustard seed","PE",NA,NA,0,NA,NA,NA
"559",1910,"Mustard seed","QC",NA,NA,0,NA,NA,NA
"560",1910,"Mustard seed","SK",NA,NA,0,NA,NA,NA
"561",1910,"Oats","AB",22,825,261000,783100,317000,5749
"562",1910,"Oats","BC",37,2030,27200,33200,13400,1005
"563",1910,"Oats","MB",21,955,468000,1209200,489000,9903
"564",1910,"Oats","NB",27,1050,85400,201100,81400,2332
"565",1910,"Oats","NL",NA,NA,0,NA,NA,NA
"566",1910,"Oats","NS",32,1175,45850,96300,38950,1466
"567",1910,"Oats","ON",23,1195,1387000,2871300,1162000,31623
"568",1910,"Oats","PE",24,1095,80400,181500,73450,1943
"569",1910,"Oats","QC",29,925,521300,1392100,563400,15151
"570",1910,"Oats","SK",19,1190,909000,1888400,764000,17624
"571",1910,"Peas, dry","AB",40,1000,100,300,100,4
"572",1910,"Peas, dry","BC",37,2000,1200,1600,600,44
"573",1910,"Peas, dry","MB",40,1500,150,300,100,6
"574",1910,"Peas, dry","NB",40,1335,200,400,150,8
"575",1910,"Peas, dry","NL",NA,NA,0,NA,NA,NA
"576",1910,"Peas, dry","NS",60,1000,50,100,50,3
"577",1910,"Peas, dry","ON",31,900,117350,322000,130300,3655
"578",1910,"Peas, dry","PE",20,500,50,0,0,1
"579",1910,"Peas, dry","QC",42,920,11250,30300,12250,472
"580",1910,"Peas, dry","SK",30,1000,100,200,100,3
"581",1910,"Rye, all","AB",20,1000,3000,6700,3000,59
"582",1910,"Rye, all","BC",30,1000,200,400,200,6
"583",1910,"Rye, all","MB",20,1000,1000,2700,1000,20
"584",1910,"Rye, all","NB",0,1000,0,0,0,0
"585",1910,"Rye, all","NL",NA,NA,0,NA,NA,NA
"586",1910,"Rye, all","NS",50,500,100,400,200,5
"587",1910,"Rye, all","ON",26,835,31300,92700,37500,807
"588",1910,"Rye, all","PE",NA,NA,0,NA,NA,NA
"589",1910,"Rye, all","QC",35,845,3800,11100,4500,133
"590",1910,"Rye, all","SK",12,500,500,800,500,6
"591",1910,"Rye, fall remaining","AB",NA,NA,0,NA,NA,NA
"592",1910,"Rye, fall remaining","BC",NA,NA,0,NA,NA,NA
"593",1910,"Rye, fall remaining","MB",NA,NA,0,NA,NA,NA
"594",1910,"Rye, fall remaining","NB",NA,NA,0,NA,NA,NA
"595",1910,"Rye, fall remaining","NL",NA,NA,0,NA,NA,NA
"596",1910,"Rye, fall remaining","NS",NA,NA,0,NA,NA,NA
"597",1910,"Rye, fall remaining","ON",NA,NA,0,NA,NA,NA
"598",1910,"Rye, fall remaining","PE",NA,NA,0,NA,NA,NA
"599",1910,"Rye, fall remaining","QC",NA,NA,0,NA,NA,NA
"600",1910,"Rye, fall remaining","SK",NA,NA,0,NA,NA,NA
"601",1910,"Rye, spring","AB",NA,NA,0,NA,NA,NA
"602",1910,"Rye, spring","BC",NA,NA,0,NA,NA,NA
"603",1910,"Rye, spring","MB",NA,NA,0,NA,NA,NA
"604",1910,"Rye, spring","NB",NA,NA,0,NA,NA,NA
"605",1910,"Rye, spring","NL",NA,NA,0,NA,NA,NA
"606",1910,"Rye, spring","NS",NA,NA,0,NA,NA,NA
"607",1910,"Rye, spring","ON",NA,NA,0,NA,NA,NA
"608",1910,"Rye, spring","PE",NA,NA,0,NA,NA,NA
"609",1910,"Rye, spring","QC",NA,NA,0,NA,NA,NA
"610",1910,"Rye, spring","SK",NA,NA,0,NA,NA,NA
"611",1910,"Soybeans","AB",NA,NA,0,NA,NA,NA
"612",1910,"Soybeans","BC",NA,NA,0,NA,NA,NA
"613",1910,"Soybeans","MB",NA,NA,0,NA,NA,NA
"614",1910,"Soybeans","NB",NA,NA,0,NA,NA,NA
"615",1910,"Soybeans","NL",NA,NA,0,NA,NA,NA
"616",1910,"Soybeans","NS",NA,NA,0,NA,NA,NA
"617",1910,"Soybeans","ON",NA,NA,0,NA,NA,NA
"618",1910,"Soybeans","PE",NA,NA,0,NA,NA,NA
"619",1910,"Soybeans","QC",NA,NA,0,NA,NA,NA
"620",1910,"Soybeans","SK",NA,NA,0,NA,NA,NA
"621",1910,"Sugar beets","AB",0.55,13200,5300,1079,400,29
"622",1910,"Sugar beets","BC",NA,NA,0,NA,NA,NA
"623",1910,"Sugar beets","MB",NA,NA,0,NA,NA,NA
"624",1910,"Sugar beets","NB",NA,NA,0,NA,NA,NA
"625",1910,"Sugar beets","NL",NA,NA,0,NA,NA,NA
"626",1910,"Sugar beets","NS",NA,NA,0,NA,NA,NA
"627",1910,"Sugar beets","ON",0.65,25400,165200,15966,6500,1067
"628",1910,"Sugar beets","PE",NA,NA,0,NA,NA,NA
"629",1910,"Sugar beets","QC",NA,NA,0,NA,NA,NA
"630",1910,"Sugar beets","SK",NA,NA,0,NA,NA,NA
"631",1910,"Sunflower seed","AB",NA,NA,0,NA,NA,NA
"632",1910,"Sunflower seed","BC",NA,NA,0,NA,NA,NA
"633",1910,"Sunflower seed","MB",NA,NA,0,NA,NA,NA
"634",1910,"Sunflower seed","NB",NA,NA,0,NA,NA,NA
"635",1910,"Sunflower seed","NL",NA,NA,0,NA,NA,NA
"636",1910,"Sunflower seed","NS",NA,NA,0,NA,NA,NA
"637",1910,"Sunflower seed","ON",NA,NA,0,NA,NA,NA
"638",1910,"Sunflower seed","PE",NA,NA,0,NA,NA,NA
"639",1910,"Sunflower seed","QC",NA,NA,0,NA,NA,NA
"640",1910,"Sunflower seed","SK",NA,NA,0,NA,NA,NA
"641",1910,"Tame hay","AB",1.12,1970,118000,152400,60000,1321
"642",1910,"Tame hay","BC",2,3600,198000,136400,55000,3963
"643",1910,"Tame hay","MB",0.89,1900,114000,138200,60000,1020
"644",1910,"Tame hay","NB",0.83,2380,607000,630300,255000,5035
"645",1910,"Tame hay","NL",NA,NA,0,NA,NA,NA
"646",1910,"Tame hay","NS",0.99,3000,657000,540600,219000,6533
"647",1910,"Tame hay","ON",0.96,3110,4103000,3261800,1320000,39526
"648",1910,"Tame hay","PE",0.87,2670,232000,215100,87000,2029
"649",1910,"Tame hay","QC",0.91,2660,3475000,3231500,1308000,31539
"650",1910,"Tame hay","SK",0.79,2050,41000,37900,20000,322
"651",1910,"Wheat, all","AB",27,695,247000,879800,356000,6676
"652",1910,"Wheat, all","BC",40,1475,5600,9500,3800,224
"653",1910,"Wheat, all","MB",31,830,929000,2759400,1117000,28584
"654",1910,"Wheat, all","NB",39,1030,5550,13400,5400,218
"655",1910,"Wheat, all","NL",NA,NA,0,NA,NA,NA
"656",1910,"Wheat, all","NS",38,1230,6100,12200,4950,230
"657",1910,"Wheat, all","ON",32,1530,539900,870400,352700,17090
"658",1910,"Wheat, all","PE",37,1175,13650,28700,11600,505
"659",1910,"Wheat, all","QC",42,995,25400,62900,25500,1076
"660",1910,"Wheat, all","SK",28,1065,1823000,4228200,1711000,50213
"661",1910,"Wheat, durum","AB",NA,NA,0,NA,NA,NA
"662",1910,"Wheat, durum","BC",NA,NA,0,NA,NA,NA
"663",1910,"Wheat, durum","MB",NA,NA,0,NA,NA,NA
"664",1910,"Wheat, durum","NB",NA,NA,0,NA,NA,NA
"665",1910,"Wheat, durum","NL",NA,NA,0,NA,NA,NA
"666",1910,"Wheat, durum","NS",NA,NA,0,NA,NA,NA
"667",1910,"Wheat, durum","ON",NA,NA,0,NA,NA,NA
"668",1910,"Wheat, durum","PE",NA,NA,0,NA,NA,NA
"669",1910,"Wheat, durum","QC",NA,NA,0,NA,NA,NA
"670",1910,"Wheat, durum","SK",NA,NA,0,NA,NA,NA
"671",1910,"Wheat, spring","AB",NA,NA,0,NA,NA,NA
"672",1910,"Wheat, spring","BC",NA,NA,0,NA,NA,NA
"673",1910,"Wheat, spring","MB",NA,NA,0,NA,NA,NA
"674",1910,"Wheat, spring","NB",NA,NA,0,NA,NA,NA
"675",1910,"Wheat, spring","NL",NA,NA,0,NA,NA,NA
"676",1910,"Wheat, spring","NS",NA,NA,0,NA,NA,NA
"677",1910,"Wheat, spring","ON",32,1205,53900,110400,44700,1702
"678",1910,"Wheat, spring","PE",NA,NA,0,NA,NA,NA
"679",1910,"Wheat, spring","QC",NA,NA,0,NA,NA,NA
"680",1910,"Wheat, spring","SK",NA,NA,0,NA,NA,NA
"681",1910,"Wheat, winter remaining","AB",NA,NA,0,NA,NA,NA
"682",1910,"Wheat, winter remaining","BC",NA,NA,0,NA,NA,NA
"683",1910,"Wheat, winter remaining","MB",NA,NA,0,NA,NA,NA
"684",1910,"Wheat, winter remaining","NB",NA,NA,0,NA,NA,NA
"685",1910,"Wheat, winter remaining","NL",NA,NA,0,NA,NA,NA
"686",1910,"Wheat, winter remaining","NS",NA,NA,0,NA,NA,NA
"687",1910,"Wheat, winter remaining","ON",32,1580,486000,NA,NA,15362
"688",1910,"Wheat, winter remaining","PE",NA,NA,0,NA,NA,NA
"689",1910,"Wheat, winter remaining","QC",NA,NA,0,NA,NA,NA
"690",1910,"Wheat, winter remaining","SK",NA,NA,0,NA,NA,NA
"691",1911,"Barley","AB",19,1440,95000,164100,66000,1783
"692",1911,"Barley","BC",32,2275,2500,2800,1100,81
"693",1911,"Barley","MB",22,1800,326000,448100,181000,7184
"694",1911,"Barley","NB",19,1545,1700,2700,1100,32
"695",1911,"Barley","NL",NA,NA,0,NA,NA,NA
"696",1911,"Barley","NS",35,1380,3100,5600,2250,109
"697",1911,"Barley","ON",32,1420,298800,519900,210400,9608
"698",1911,"Barley","PE",28,1370,2600,4600,1900,74
"699",1911,"Barley","QC",36,1225,50000,100700,40800,1791
"700",1911,"Barley","SK",22,1705,189000,274000,111000,4069
"701",1911,"Beans, all dry (white and coloured)","AB",NA,NA,0,NA,NA,NA
"702",1911,"Beans, all dry (white and coloured)","BC",95,1335,200,400,150,19
"703",1911,"Beans, all dry (white and coloured)","MB",NA,NA,0,NA,NA,NA
"704",1911,"Beans, all dry (white and coloured)","NB",90,1335,200,400,150,18
"705",1911,"Beans, all dry (white and coloured)","NL",NA,NA,0,NA,NA,NA
"706",1911,"Beans, all dry (white and coloured)","NS",78,1570,550,900,350,43
"707",1911,"Beans, all dry (white and coloured)","ON",70,1300,23800,45100,18300,1671
"708",1911,"Beans, all dry (white and coloured)","PE",NA,NA,0,NA,NA,NA
"709",1911,"Beans, all dry (white and coloured)","QC",72,1165,2850,6100,2450,205
"710",1911,"Beans, all dry (white and coloured)","SK",NA,NA,0,NA,NA,NA
"711",1911,"Buckwheat","AB",NA,NA,0,NA,NA,NA
"712",1911,"Buckwheat","BC",NA,NA,0,NA,NA,NA
"713",1911,"Buckwheat","MB",NA,NA,0,NA,NA,NA
"714",1911,"Buckwheat","NB",26,1420,37400,65100,26350,979
"715",1911,"Buckwheat","NL",NA,NA,0,NA,NA,NA
"716",1911,"Buckwheat","NS",30,1165,5600,11800,4800,167
"717",1911,"Buckwheat","ON",28,1150,83200,178600,72300,2331
"718",1911,"Buckwheat","PE",28,1435,1650,2800,1150,46
"719",1911,"Buckwheat","QC",34,1215,56500,114800,46500,1920
"720",1911,"Buckwheat","SK",NA,NA,0,NA,NA,NA
"721",1911,"Canola (rapeseed)","AB",NA,NA,0,NA,NA,NA
"722",1911,"Canola (rapeseed)","BC",NA,NA,0,NA,NA,NA
"723",1911,"Canola (rapeseed)","MB",NA,NA,0,NA,NA,NA
"724",1911,"Canola (rapeseed)","NB",NA,NA,0,NA,NA,NA
"725",1911,"Canola (rapeseed)","NL",NA,NA,0,NA,NA,NA
"726",1911,"Canola (rapeseed)","NS",NA,NA,0,NA,NA,NA
"727",1911,"Canola (rapeseed)","ON",NA,NA,0,NA,NA,NA
"728",1911,"Canola (rapeseed)","PE",NA,NA,0,NA,NA,NA
"729",1911,"Canola (rapeseed)","QC",NA,NA,0,NA,NA,NA
"730",1911,"Canola (rapeseed)","SK",NA,NA,0,NA,NA,NA
"731",1911,"Corn for grain","AB",NA,NA,0,NA,NA,NA
"732",1911,"Corn for grain","BC",NA,NA,0,NA,NA,NA
"733",1911,"Corn for grain","MB",NA,NA,0,NA,NA,NA
"734",1911,"Corn for grain","NB",NA,NA,0,NA,NA,NA
"735",1911,"Corn for grain","NL",NA,NA,0,NA,NA,NA
"736",1911,"Corn for grain","NS",NA,NA,0,NA,NA,NA
"737",1911,"Corn for grain","ON",25,3875,469000,298200,121000,11629
"738",1911,"Corn for grain","PE",NA,NA,0,NA,NA,NA
"739",1911,"Corn for grain","QC",40,1895,18400,23900,9700,731
"740",1911,"Corn for grain","SK",NA,NA,0,NA,NA,NA
"741",1911,"Corn for silage","AB",1.1,3330,1000,700,300,11
"742",1911,"Corn for silage","BC",0.83,15000,3000,400,200,25
"743",1911,"Corn for silage","MB",0.99,17250,69000,9900,4000,684
"744",1911,"Corn for silage","NB",0.35,20000,2000,200,100,7
"745",1911,"Corn for silage","NL",NA,NA,0,NA,NA,NA
"746",1911,"Corn for silage","NS",0.68,16000,4000,600,250,27
"747",1911,"Corn for silage","ON",0.52,20590,2038000,243500,99000,10628
"748",1911,"Corn for silage","PE",0.3,3000,3000,300,100,9
"749",1911,"Corn for silage","QC",0.53,19680,305000,38400,15500,1613
"750",1911,"Corn for silage","SK",0.74,1333,8000,1400,600,59
"751",1911,"Flaxseed","AB",47,660,28300,107300,43000,1339
"752",1911,"Flaxseed","BC",NA,NA,0,NA,NA,NA
"753",1911,"Flaxseed","MB",69,915,29200,79800,32000,2022
"754",1911,"Flaxseed","NB",NA,NA,0,NA,NA,NA
"755",1911,"Flaxseed","NL",NA,NA,0,NA,NA,NA
"756",1911,"Flaxseed","NS",NA,NA,0,NA,NA,NA
"757",1911,"Flaxseed","ON",75,885,3100,8700,3500,232
"758",1911,"Flaxseed","PE",NA,NA,0,NA,NA,NA
"759",1911,"Flaxseed","QC",68,725,400,1400,550,27
"760",1911,"Flaxseed","SK",59,710,331200,1153900,467000,19559
"761",1911,"Lentils","AB",NA,NA,0,NA,NA,NA
"762",1911,"Lentils","BC",NA,NA,0,NA,NA,NA
"763",1911,"Lentils","MB",NA,NA,0,NA,NA,NA
"764",1911,"Lentils","NB",NA,NA,0,NA,NA,NA
"765",1911,"Lentils","NL",NA,NA,0,NA,NA,NA
"766",1911,"Lentils","NS",NA,NA,0,NA,NA,NA
"767",1911,"Lentils","ON",NA,NA,0,NA,NA,NA
"768",1911,"Lentils","PE",NA,NA,0,NA,NA,NA
"769",1911,"Lentils","QC",NA,NA,0,NA,NA,NA
"770",1911,"Lentils","SK",NA,NA,0,NA,NA,NA
"771",1911,"Mixed grains","AB",21,1545,1700,2800,1100,35
"772",1911,"Mixed grains","BC",35,1500,1350,2200,900,47
"773",1911,"Mixed grains","MB",22,1835,1100,1500,600,24
"774",1911,"Mixed grains","NB",29,1555,700,1100,450,20
"775",1911,"Mixed grains","NL",NA,NA,0,NA,NA,NA
"776",1911,"Mixed grains","NS",33,1445,2600,4400,1800,86
"777",1911,"Mixed grains","ON",29,1565,246300,389300,157500,7121
"778",1911,"Mixed grains","PE",24,1805,5600,7700,3100,136
"779",1911,"Mixed grains","QC",34,1290,59900,114600,46400,2024
"780",1911,"Mixed grains","SK",27,1625,1300,1900,800,35
"781",1911,"Mustard seed","AB",NA,NA,0,NA,NA,NA
"782",1911,"Mustard seed","BC",NA,NA,0,NA,NA,NA
"783",1911,"Mustard seed","MB",NA,NA,0,NA,NA,NA
"784",1911,"Mustard seed","NB",NA,NA,0,NA,NA,NA
"785",1911,"Mustard seed","NL",NA,NA,0,NA,NA,NA
"786",1911,"Mustard seed","NS",NA,NA,0,NA,NA,NA
"787",1911,"Mustard seed","ON",NA,NA,0,NA,NA,NA
"788",1911,"Mustard seed","PE",NA,NA,0,NA,NA,NA
"789",1911,"Mustard seed","QC",NA,NA,0,NA,NA,NA
"790",1911,"Mustard seed","SK",NA,NA,0,NA,NA,NA
"791",1911,"Oats","AB",18,1840,910000,1221200,494000,16516
"792",1911,"Oats","BC",37,2005,36700,45300,18300,1355
"793",1911,"Oats","MB",21,1750,925000,1307400,529000,19204
"794",1911,"Oats","NB",32,1100,92550,207600,84000,3000
"795",1911,"Oats","NL",NA,NA,0,NA,NA,NA
"796",1911,"Oats","NS",34,1110,45150,100300,40600,1551
"797",1911,"Oats","ON",29,1150,1306900,2806100,1135600,38134
"798",1911,"Oats","PE",28,1135,83000,180600,73100,2314
"799",1911,"Oats","QC",34,1000,581800,1440000,582700,19995
"800",1911,"Oats","SK",19,1755,1659000,2332800,944000,31187
"801",1911,"Peas, dry","AB",45,1000,200,500,200,9
"802",1911,"Peas, dry","BC",53,2000,1200,1500,600,63
"803",1911,"Peas, dry","MB",44,1250,250,400,200,11
"804",1911,"Peas, dry","NB",53,1500,450,700,300,24
"805",1911,"Peas, dry","NL",NA,NA,0,NA,NA,NA
"806",1911,"Peas, dry","NS",47,1500,150,200,100,7
"807",1911,"Peas, dry","ON",36,1055,110400,258400,104550,3935
"808",1911,"Peas, dry","PE",40,1000,50,100,50,2
"809",1911,"Peas, dry","QC",50,1070,14100,32600,13200,710
